720	66267	66287	0.999698282	2575343	2805164	0.91807217
725	66269	66287	0.999728454	2577775	2805164	0.918939142
730	66261	66287	0.999607766	2592603	2805164	0.924225108
735	66265	66287	0.99966811	2595537	2805164	0.925271036
740	66266	66287	0.999683196	2601251	2805164	0.927307993
745	66267	66287	0.999698282	2602854	2805164	0.927879439
750	66264	66287	0.999653024	2611758	2805164	0.931053585
755	66265	66287	0.99966811	2611145	2805164	0.93083506
760	66274	66287	0.999803883	2604050	2805164	0.928305796
765	66267	66287	0.999698282	2614417	2805164	0.93200148
770	66267	66287	0.999698282	2618635	2805164	0.933505136
775	66270	66287	0.999743539	2614144	2805164	0.93190416
780	66240	66287	0.999290962	2639882	2805164	0.941079381
785	66261	66287	0.999607766	2628347	2805164	0.936967322
790	66269	66287	0.999728454	2615793	2805164	0.932492004
795	66270	66287	0.999743539	2617363	2805164	0.933051686
800	66268	66287	0.999713368	2623312	2805164	0.935172418
805	66262	66287	0.999622852	2632664	2805164	0.938506269
810	66269	66287	0.999728454	2620887	2805164	0.934307941
815	66271	66287	0.999758625	2620827	2805164	0.934286552
820	66262	66287	0.999622852	2634444	2805164	0.939140813
825	66252	66287	0.999471993	2646660	2805164	0.943495639
830	66269	66287	0.999728454	2628306	2805164	0.936952706
835	66257	66287	0.999547423	2644114	2805164	0.942588027
840	66269	66287	0.999728454	2635969	2805164	0.939684453
845	66262	66287	0.999622852	2639765	2805164	0.941037672
850	66270	66287	0.999743539	2628858	2805164	0.937149486
855	66259	66287	0.999577594	2643574	2805164	0.942395525
860	66273	66287	0.999788797	2624729	2805164	0.935677558
865	66261	66287	0.999607766	2643825	2805164	0.942485003
870	66234	66287	0.999200447	2662280	2805164	0.949063941
875	66246	66287	0.999381478	2655562	2805164	0.946669072
880	66230	66287	0.999140103	2666152	2805164	0.950444252
885	66263	66287	0.999637938	2645852	2805164	0.943207599
890	66268	66287	0.999713368	2636084	2805164	0.939725449
895	66260	66287	0.99959268	2647353	2805164	0.943742683
900	66253	66287	0.999487079	2656393	2805164	0.946965311
905	66260	66287	0.99959268	2650351	2805164	0.944811426
910	66262	66287	0.999622852	2651260	2805164	0.945135472
915	66275	66287	0.999818969	2631012	2805164	0.937917355
920	66287	66287	1		4595	2805164	0.00163805
925	66287	66287	1		1530	2805164	0.000545423
930	66287	66287	1		12684	2805164	0.004521661
935	66156	66287	0.998023745	347118	2805164	0.123742498
940	66256	66287	0.999532337	463885	2805164	0.165368228
945	66229	66287	0.999125017	751024	2805164	0.267729088
950	66244	66287	0.999351306	1601988	2805164	0.571085327
955	66275	66287	0.999818969	1994864	2805164	0.711139883
960	66235	66287	0.999215532	2314809	2805164	0.825195604
965	66206	66287	0.998778041	2420319	2805164	0.862808378
970	66253	66287	0.999487079	2449467	2805164	0.873199214
975	66200	66287	0.998687525	2500517	2805164	0.891397793
980	66073	66287	0.996771614	2542193	2805164	0.906254679
985	66008	66287	0.99579103	2458813	2805164	0.876530927
990	66243	66287	0.99933622	2522383	2805164	0.899192703
995	66029	66287	0.996107834	2578075	2805164	0.919046088
999	66284	66287	0.999954742	2465958	2805164	0.879078015
