0	66287	66287	1	0	2805164	0
5	66252	66287	0.999471993	496741	2805164	0.177080912
10	66265	66287	0.99966811	1964187	2805164	0.700203981
15	66216	66287	0.9989289	2378416	2805164	0.84787057
20	66256	66287	0.999532337	2143863	2805164	0.764255851
25	66270	66287	0.999743539	2306981	2805164	0.822405036
30	66270	66287	0.999743539	2386171	2805164	0.850635114
35	66278	66287	0.999864227	2440375	2805164	0.869958049
40	66279	66287	0.999879313	2502675	2805164	0.892167089
45	66280	66287	0.999894399	2551157	2805164	0.909450214
50	66277	66287	0.999849141	2587332	2805164	0.922346073
55	66275	66287	0.999818969	2602228	2805164	0.92765628
60	66275	66287	0.999818969	2619682	2805164	0.933878376
65	66274	66287	0.999803883	2615557	2805164	0.932407873
70	63247	66287	0.954138821	1983221	2805164	0.706989324
75	66230	66287	0.999140103	2265037	2805164	0.807452612
80	66257	66287	0.999547423	2314869	2805164	0.825216993
85	66269	66287	0.999728454	2389599	2805164	0.851857146
90	66269	66287	0.999728454	2444586	2805164	0.871459209
95	66270	66287	0.999743539	2486503	2805164	0.886402007
100	66274	66287	0.999803883	2529397	2805164	0.901693092
105	66270	66287	0.999743539	2579496	2805164	0.919552654
110	66276	66287	0.999834055	2591304	2805164	0.923762033
115	66274	66287	0.999803883	2608203	2805164	0.92978628
120	66275	66287	0.999818969	2617359	2805164	0.93305026
125	66275	66287	0.999818969	2620572	2805164	0.934195648
130	66273	66287	0.999788797	2626692	2805164	0.936377338
135	66269	66287	0.999728454	2638747	2805164	0.94067477
140	66271	66287	0.999758625	2637350	2805164	0.94017676
145	66274	66287	0.999803883	2637592	2805164	0.940263029
150	66268	66287	0.999713368	2646076	2805164	0.943287451
155	66271	66287	0.999758625	2645087	2805164	0.942934887
160	66252	66287	0.999471993	2662215	2805164	0.949040769
165	66263	66287	0.999637938	2653089	2805164	0.945787483
170	66263	66287	0.999637938	2658449	2805164	0.947698245
175	66265	66287	0.99966811	2657306	2805164	0.947290782
180	66264	66287	0.999653024	2661179	2805164	0.94867145
185	66250	66287	0.999441821	2667383	2805164	0.950883086
190	66275	66287	0.999818969	2639142	2805164	0.940815582
195	66145	66287	0.9978578	2457545	2805164	0.876078903
200	66273	66287	0.999788797	2575913	2805164	0.918275366
205	66277	66287	0.999849141	2612807	2805164	0.931427539
210	66272	66287	0.999773711	2626660	2805164	0.936365931
215	66265	66287	0.99966811	2636754	2805164	0.939964294
220	66267	66287	0.999698282	2642310	2805164	0.941944927
225	66267	66287	0.999698282	2644868	2805164	0.942856817
230	66263	66287	0.999637938	2653460	2805164	0.945919739
235	66264	66287	0.999653024	2652422	2805164	0.945549708
240	66262	66287	0.999622852	2661570	2805164	0.948810836
245	66262	66287	0.999622852	2664113	2805164	0.949717378
250	66261	66287	0.999607766	2665752	2805164	0.950301658
255	66260	66287	0.99959268	2668823	2805164	0.951396425
260	66262	66287	0.999622852	2669564	2805164	0.95166058
265	66260	66287	0.99959268	2670450	2805164	0.951976426
270	66254	66287	0.999502165	2672611	2805164	0.952746791
275	66253	66287	0.999487079	2675851	2805164	0.953901804
280	66248	66287	0.999411649	2679754	2805164	0.955293166
285	66258	66287	0.999562508	2676035	2805164	0.953967397
290	66249	66287	0.999426735	2680549	2805164	0.955576572
295	66243	66287	0.99933622	2681575	2805164	0.955942326
300	66238	66287	0.99926079	2683166	2805164	0.956509495
305	66252	66287	0.999471993	2683423	2805164	0.956601111
310	66242	66287	0.999321134	2689932	2805164	0.958921475
315	66247	66287	0.999396563	2687724	2805164	0.958134355
320	66237	66287	0.999245704	2691263	2805164	0.959395957
325	66236	66287	0.999230618	2689729	2805164	0.958849108
330	66243	66287	0.99933622	2692286	2805164	0.959760641
335	66258	66287	0.999562508	2684968	2805164	0.957151881
340	66232	66287	0.999170275	2692858	2805164	0.959964551
345	66240	66287	0.999290962	2692857	2805164	0.959964195
350	66220	66287	0.998989244	2699619	2805164	0.962374749
355	66254	66287	0.999502165	2691261	2805164	0.959395244
360	66237	66287	0.999245704	2692992	2805164	0.96001232
365	66287	66287	1		7055	2805164	0.002515004
370	66194	66287	0.99859701	546994	2805164	0.194995373
375	66139	66287	0.997767285	1675888	2805164	0.597429598
380	66137	66287	0.997737113	2408026	2805164	0.858426103
385	66187	66287	0.998491409	2475365	2805164	0.882431473
390	66245	66287	0.999366392	2479330	2805164	0.883844937
395	66225	66287	0.999064673	2508226	2805164	0.894145939
400	66230	66287	0.999140103	2523265	2805164	0.899507123
405	66256	66287	0.999532337	2526020	2805164	0.900489241
410	66275	66287	0.999818969	2512482	2805164	0.895663141
415	66231	66287	0.999155189	2582992	2805164	0.920798927
420	66257	66287	0.999547423	2581560	2805164	0.920288439
425	66259	66287	0.999577594	2589709	2805164	0.923193439
430	66263	66287	0.999637938	2594370	2805164	0.924855017
435	66255	66287	0.999517251	2604073	2805164	0.928313995
440	66261	66287	0.999607766	2605282	2805164	0.928744986
445	66250	66287	0.999441821	2613723	2805164	0.931754079
450	66266	66287	0.999683196	2601607	2805164	0.927434902
455	66256	66287	0.999532337	2615437	2805164	0.932365095
460	66262	66287	0.999622852	2615340	2805164	0.932330516
465	66251	66287	0.999456907	2622816	2805164	0.934995601
470	66266	66287	0.999683196	2619276	2805164	0.933733643
475	66254	66287	0.999502165	2626231	2805164	0.936212999
480	66252	66287	0.999471993	2630860	2805164	0.937863169
485	66253	66287	0.999487079	2629052	2805164	0.937218644
490	66251	66287	0.999456907	2633114	2805164	0.938666688
495	66248	66287	0.999411649	2637339	2805164	0.940172838
500	66247	66287	0.999396563	2639872	2805164	0.941075816
505	66242	66287	0.999321134	2646322	2805164	0.943375147
510	66253	66287	0.999487079	2640365	2805164	0.941251563
515	66256	66287	0.999532337	2634886	2805164	0.93929838
520	66245	66287	0.999366392	2647902	2805164	0.943938394
525	66251	66287	0.999456907	2646299	2805164	0.943366948
530	66250	66287	0.999441821	2646332	2805164	0.943378712
535	66251	66287	0.999456907	2646562	2805164	0.943460703
540	66255	66287	0.999517251	2644537	2805164	0.94273882
545	66249	66287	0.999426735	2652006	2805164	0.94540141
550	66250	66287	0.999441821	2652885	2805164	0.94571476
555	66253	66287	0.999487079	2649786	2805164	0.944610012
560	66239	66287	0.999275876	2663341	2805164	0.949442172
565	66247	66287	0.999396563	2659712	2805164	0.948148486
570	66235	66287	0.999215532	2666513	2805164	0.950572943
575	66249	66287	0.999426735	2659290	2805164	0.947998049
580	66249	66287	0.999426735	2659645	2805164	0.948124602
585	66248	66287	0.999411649	2661082	2805164	0.948636871
590	66250	66287	0.999441821	2659428	2805164	0.948047244
595	66251	66287	0.999456907	2658411	2805164	0.947684699
600	66249	66287	0.999426735	2664440	2805164	0.949833949
605	66250	66287	0.999441821	2658350	2805164	0.947662953
610	66287	66287	1		58579	2805164	0.020882558
615	66174	66287	0.998295292	262690	2805164	0.093645149
620	66202	66287	0.998717697	357440	2805164	0.12742214
625	66182	66287	0.998415979	565392	2805164	0.201553991
630	65185	66287	0.983375322	1487412	2805164	0.530240656
635	66287	66287	1		276865	2805164	0.098698329
640	66109	66287	0.997314707	1495175	2805164	0.533008052
645	66186	66287	0.998476323	2302502	2805164	0.820808338
650	66226	66287	0.999079759	2436312	2805164	0.868509649
655	65987	66287	0.995474226	2527253	2805164	0.900928787
660	66189	66287	0.99852158	2521619	2805164	0.898920348
665	66236	66287	0.999230618	2510127	2805164	0.894823618
670	66247	66287	0.999396563	2518884	2805164	0.897945361
675	66260	66287	0.99959268	2512393	2805164	0.895631414
680	66265	66287	0.99966811	2520957	2805164	0.898684355
685	66268	66287	0.999713368	2530354	2805164	0.902034248
690	66267	66287	0.999698282	2542163	2805164	0.906243984
695	66269	66287	0.999728454	2547305	2805164	0.908077032
700	66267	66287	0.999698282	2557198	2805164	0.911603742
705	66267	66287	0.999698282	2559692	2805164	0.912492817
710	66267	66287	0.999698282	2559540	2805164	0.912438631
715	66267	66287	0.999698282	2566513	2805164	0.914924404
