0.238763	 0.3000268
0.139854	 0.415176
0.737127	 0.89862639
0.961345	 0.57885051
0.208605	 0.35565123
0.411636	 0.25496954
1.0	 0.85038972
0.495222	 0.71858972
1.0	 0.84176379
1.0	 0.57885051
0.229086	 0.57885051
1.0	 0.57885051
0.646092	 0.57885051
0.0457332	 0.55497479
1.0	 0.70688713
0.294905	 0.38349479
1.0	 0.97421151
0.0783264	 0.31679809
1.0	 0.64899671
0.102977	 0.70033276
1.0	 0.98060375
1.0	 0.78053707
1.0	 0.91491616
0.683675	 0.90676773
0.209791	 0.36098969
0.176271	 0.73514569
0.114327	 0.42191413
0.716982	 0.96865541
1.0	 0.97876191
0.783131	 0.84108216
0.854384	 0.57885051
0.00860981	 0.16149852
0.88561	 0.57885051
0.958958	 0.46324232
1.0	 0.71720529
0.390096	 0.45005941
0.629682	 0.89028907
0.228797	 0.16177602
0.28362	 0.57885051
0.0946152	 0.16572663
0.0665481	 0.33682406
0.664312	 0.95414555
1.0	 0.57885051
1.0	 0.52994508
1.0	 0.84118414
0.76616	 0.79481465
1.0	 0.98708344
0.273629	 0.81429154
0.432773	 0.54974902
1.0	 0.94914597
0.910026	 0.81951612
0.634769	 0.58644128
0.714183	 0.53546298
1.0	 0.92473555
1.0	 0.74260962
0.86653	 0.89128637
0.21528	 0.42502707
0.745929	 0.75927097
1.0	 0.90766782
0.591475	 0.45588541
1.0	 0.99188763
0.00469137	 0.34270072
1.0	 0.63997728
0.401423	 0.30976883
0.216555	 0.2372807
0.28934	 0.50077003
1.0	 0.95730597
0.101185	 0.22919811
0.0106508	 0.17229313
0.772442	 0.80465996
1.0	 0.61266351
0.827628	 0.56631225
0.41932	 0.94935244
0.572157	 0.46528962
0.390386	 0.68013275
0.702695	 0.58530843
0.741401	 0.63692588
1.0	 0.92420119
0.0241736	 0.21815839
0.252409	 0.37661418
1.0	 0.95412046
0.144048	 0.2386333
1.0	 0.92809367
1.0	 0.98027426
0.221882	 0.57885051
0.884897	 0.61765862
1.0	 0.96523839
1.0	 0.95493549
0.451622	 0.31064007
0.159078	 0.57885051
0.876931	 0.99825698
0.384187	 0.57885051
0.351328	 0.45807859
0.656627	 0.66938317
0.245305	 0.66530424
1.0	 0.9493767
0.880197	 0.57885051
0.528288	 0.57885051
0.64458	 0.57885051
0.381404	 0.55248803
1.0	 0.90870839
0.926001	 0.98080242
0.990589	 0.73916978
1.0	 1.
1.0	 0.87146389
1.0	 0.99030018
0.106388	 0.32903689
1.0	 0.92569673
1.0	 0.99999809
1.0	 0.88670331
1.0	 0.60453016
0.19725	 0.42249739
0.516693	 0.57885051
0.40892	 0.67216372
1.0	 0.57885051
0.552219	 0.46013868
0.127849	 0.43553615
1.0	 0.92654818
0.929941	 0.74842936
1.0	 0.91102469
0.0202918	 0.15705913
1.0	 0.57885051
0.524694	 0.49672911
0.568459	 0.44340175
1.0	 0.61755335
0.30197	 0.23092929
0.334342	 0.49448916
1.0	 0.97294509
0.152976	 0.40134507
0.25095	 0.35923108
1.0	 0.89608419
0.428651	 0.5609259
0.115852	 0.02963515
0.463814	 0.3557373
0.169125	 0.33892551
0.725739	 0.57885051
0.634876	 0.57885051
1.0	 0.89802754
0.800219	 0.57885051
0.784632	 0.57885051
0.0628233	 0.17096953
0.233857	 0.21114996
0.516725	 0.6068126
0.689479	 0.59067649
0.0887154	 0.60386306
1.0	 0.94598287
1.0	 0.57885051
0.137991	 0.17508069
1.0	 0.90086627
0.884798	 0.84356242
0.01668	 0.34291124
1.0	 0.98820764
1.0	 0.99006838
0.64221	 0.56550843
0.996707	 0.90144718
0.819584	 0.34684622
0.285738	 0.50235474
0.162544	 0.30113325
1.0	 0.90169847
0.648591	 0.3012307
0.0418966	 0.40060464
0.915555	 0.77982032
0.0627175	 0.48624718
0.655599	 0.57885051
0.60753	 0.81950605
1.0	 0.96632785
1.0	 0.80131435
0.0128197	 0.22731552
0.644613	 0.50980312
0.0133526	 0.16536444
1.0	 0.98366022
1.0	 0.99534851
0.486608	 0.47447276
0.0529637	 0.41785151
0.378686	 0.72612303
1.0	 0.83372992
1.0	 0.9708792
1.0	 0.92875737
1.0	 0.89397395
0.606786	 0.63398206
1.0	 0.96767443
0.0361515	 0.26183093
1.0	 0.62173235
1.0	 0.86534399
1.0	 0.9472965
0.00842324	 0.36175644
1.0	 0.97984481
1.0	 0.99333161
0.301374	 0.57596552
1.0	 0.76368988
0.827712	 0.88726944
0.546034	 0.93697733
0.433235	 0.82661808
0.945103	 0.77913219
0.0622378	 0.57885051
0.504074	 0.42354387
0.125546	 0.5409475
1.0	 0.98410946
0.330544	 0.77811277
0.432302	 0.53374344
1.0	 0.36719063
0.00228444	 0.43238401
0.423333	 0.57885051
0.77977	 0.77497768
1.0	 0.95251507
0.563239	 0.56168318
0.866521	 0.66778475
0.928189	 0.43333301
1.0	 0.88709801
0.0142382	 0.28282407
0.232798	 0.22495888
0.362751	 0.6105125
0.0169403	 0.20476373
1.0	 0.81270295
0.549928	 0.51518643
0.789906	 0.75996161
1.0	 0.98888892
1.0	 0.92686617
0.386687	 0.52340561
1.0	 0.68205136
0.158794	 0.60055518
1.0	 0.8828097
0.106356	 0.30621174
0.855045	 0.48491451
1.0	 0.94575709
0.164695	 0.24964556
1.0	 0.97749227
0.913501	 0.8448028
0.0325237	 0.23513044
1.0	 0.97041535
1.0	 0.63680601
0.77296	 0.57512122
1.0	 0.95904946
1.0	 0.9577508
0.0768311	 0.32094562
0.315835	 0.50211692
0.662869	 0.75530744
0.921852	 0.75275356
1.0	 0.82244974
0.917572	 0.55682498
0.54595	 0.91799742
1.0	 0.88420457
1.0	 0.95717907
1.0	 0.93950993
0.0226163	 0.0896581
0.929474	 0.71698534
1.0	 0.80257726
0.128917	 0.31785965
0.146282	 0.2773239
0.267894	 0.89884955
1.0	 0.92780375
0.775621	 0.92937815
0.339976	 0.51953608
0.550335	 0.53574997
0.805033	 0.74666601
0.885302	 0.56376648
0.0482764	 0.28344694
0.602639	 0.68135792
0.606318	 0.43713698
1.0	 0.96862954
0.823538	 0.63391572
0.441433	 0.33987269
0.214163	 0.57885051
0.0334349	 0.3819547
0.137664	 0.70740199
0.455938	 0.36502197
1.0	 0.99076056
1.0	 0.9920128
7.20163e-05	 0.17654033
0.719227	 0.93278652
1.0	 0.98805386
0.573139	 0.40375346
1.0	 1.
1.0	 0.78562069
0.452829	 0.46962047
0.0311411	 0.3272934
1.0	 0.95393133
1.0	 0.94074476
0.812311	 0.58999819
0.492778	 0.51512289
0.534428	 0.79513204
0.943867	 0.57885051
0.403795	 0.25506794
1.0	 0.8353579
1.0	 0.8784129
0.31056	 0.48481956
0.0373839	 0.11000048
0.0862606	 0.18066636
1.0	 0.78802401
1.0	 0.92943478
0.464206	 0.68375432
0.472049	 0.35258812
1.0	 0.98072356
0.448455	 0.50085276
1.0	 0.57885051
0.725053	 0.21499042
0.909248	 0.77522451
1.0	 0.89378017
0.00969605	 0.22279292
0.805943	 0.50147802
0.810945	 0.68163675
1.0	 0.78774846
1.0	 0.97130281
0.239517	 0.47606915
0.224943	 0.61368817
0.322894	 0.28500292
1.0	 0.96241385
0.739841	 0.45069319
0.107229	 0.12743168
1.0	 0.69110537
0.473263	 0.88669986
0.30247	 0.22205514
0.0212312	 0.54598743
0.676774	 0.67417139
1.0	 0.85936123
1.0	 0.78660071
1.0	 0.78752983
1.0	 0.89602238
1.0	 0.97436464
0.498119	 0.55465031
1.0	 0.95855236
0.71579	 0.44046795
0.446017	 0.36955535
1.0	 0.8962689
0.892882	 0.57885051
0.853565	 0.91319942
1.0	 0.88005781
0.622757	 0.5799253
1.0	 0.791969
1.0	 0.66806632
0.942526	 0.53938752
0.229584	 0.26040566
0.419256	 0.48757869
0.689698	 0.79170269
0.926333	 0.99726295
1.0	 0.96564353
1.0	 0.6667918
1.0	 0.94418174
1.0	 0.98267847
1.0	 0.90133631
1.0	 0.99485189
0.159456	 0.17257042
0.885945	 0.63561803
0.799133	 0.95361835
0.128511	 0.26195872
0.404039	 0.21887362
0.528646	 0.37045193
1.0	 0.97397327
0.353605	 0.31246206
0.971978	 0.73107821
0.306961	 0.55382001
0.163834	 0.09009274
0.301997	 0.38578105
0.31226	 0.31351316
1.0	 0.96610969
1.0	 0.45194933
0.313061	 0.55965298
1.0	 0.69249582
1.0	 0.99393529
1.0	 0.98729879
0.0791769	 0.33842203
0.540035	 0.74842155
1.0	 0.92057633
1.0	 0.93789363
0.180535	 0.7031917
0.477821	 0.57885051
0.779978	 0.69169044
0.481893	 0.90920126
1.0	 0.98938841
0.0409373	 0.22654761
1.0	 0.8474701
0.891415	 0.63105965
0.742275	 0.65830803
0.466097	 0.60453695
0.407404	 0.57885051
0.966809	 0.95022565
0.890743	 0.77450269
0.275183	 0.75033236
1.0	 0.54023957
1.0	 0.82218838
0.0631295	 0.52816671
0.00871963	 0.63521409
0.571607	 0.70951653
0.15704	 0.35019636
1.0	 0.73171437
0.0311603	 0.70971674
0.021851	 0.27546608
1.0	 0.99374133
0.700858	 0.46723738
0.685459	 0.57885051
0.341613	 0.48179236
0.59869	 0.57885051
0.672654	 0.80127031
0.728462	 0.57885051
1.0	 0.63141507
0.782997	 0.48688301
0.515913	 0.57885051
1.0	 0.9828378
0.612604	 0.57885051
0.612345	 0.8145296
1.0	 0.98086804
0.591812	 0.39268297
0.469804	 0.26576498
0.738592	 0.34056512
1.0	 0.93956363
1.0	 0.70560259
0.62155	 0.62516248
1.0	 0.57885051
0.911979	 0.42511365
1.0	 0.83889329
0.715692	 0.69209856
